"mRNA_size" "ORF_size" "Fickett_score" "Hexamer_score" "coding_prob" "novel"
"MSTRG.6154.5" 1956 996 1.219 0.501722399454 0.999971168570624 TRUE
"MSTRG.6165.9" 2347 2220 1.1226 0.454517422645 0.999999999938236 TRUE
"MSTRG.6165.8" 7557 5832 1.1777 0.508117528908 1 TRUE
"MSTRG.6165.17" 4623 4350 1.24 0.620770201151 1 TRUE
"MSTRG.6165.20" 2125 2121 1.2097 0.59138169669 0.999999999940382 TRUE
"MSTRG.6174.15" 1739 774 1.2658 0.355413523397 0.999294363125596 TRUE
"MSTRG.6178.3" 4607 3564 1.2226 0.540997146471 1 TRUE
"MSTRG.6190.3" 6311 474 1.1836 0.198530861854 0.917836346391081 TRUE
"MSTRG.6197.4" 3385 888 1.3068 0.622066206458 0.999962842902249 TRUE
"MSTRG.6197.5" 3024 888 1.3068 0.622066206458 0.999963571135309 TRUE
"MSTRG.6197.6" 2708 945 1.124 0.484082633186 0.999917915548131 TRUE
"MSTRG.6200.3" 4046 1125 1.2047 0.4873624494 0.999991247931985 TRUE
"MSTRG.6200.7" 1662 567 0.8535 0.348455000881 0.970129374990167 TRUE
"MSTRG.6201.4" 9428 6504 1.1792 0.368068770922 1 TRUE
"MSTRG.6206.4" 3035 1473 1.2989 0.267722536574 0.999999537627139 TRUE
"MSTRG.6206.6" 3459 1287 1.3169 0.240121477235 0.999995786740763 TRUE
"MSTRG.6210.17" 4531 1032 1.3251 0.534023744048 0.999987343723111 TRUE
"MSTRG.6212.7" 2315 504 0.874 0.157885491126 0.839451859967211 TRUE
"MSTRG.6214.19" 2415 1956 0.8125 0.336743870214 0.999999992925303 TRUE
"MSTRG.6220.1" 3031 1542 0.8299 0.0283866380993 0.99999540250119 TRUE
"MSTRG.6225.1" 2308 1374 0.6935 0.0501568991902 0.999959412003149 TRUE
"MSTRG.6230.1" 2542 2112 1.3098 0.477300021551 0.999999999904537 TRUE
"MSTRG.6230.2" 1216 630 0.868 0.408262651208 0.990269908938442 TRUE
"MSTRG.6232.1" 3417 2532 1.312 -0.0208177770779 0.999999999981404 TRUE
"MSTRG.6234.1" 3741 1752 1.1904 0.52873395318 0.999999993679419 TRUE
"MSTRG.6239.1" 2026 1572 0.9741 0.294198179137 0.999999622929416 TRUE
"MSTRG.6259.1" 942 828 1.0245 0.03656579605 0.994158380533818 TRUE
"MSTRG.6269.2" 9596 3456 0.8335 0.079684269824 1 TRUE
"MSTRG.6296.1" 1706 807 0.9326 0.127351895784 0.993905003641018 TRUE
"MSTRG.6322.5" 2585 567 0.7874 -0.0531540706627 0.68244091255746 TRUE
"MSTRG.6322.4" 1573 627 0.6607 -0.0172185325423 0.78126963967366 TRUE
"MSTRG.6323.3" 955 837 1.0236 0.0854853406994 0.996052119925875 TRUE
"MSTRG.6339.2" 7492 1473 1.0701 0.136929156834 0.99999712687682 TRUE
"MSTRG.6342.4" 1421 495 1.1721 0.528120658119 0.992436091136372 TRUE
"MSTRG.6348.1" 4749 2736 0.9995 -0.0226712249702 0.999999999993937 TRUE
"MSTRG.6357.3" 9256 7404 0.9816 0.0861724750171 1 TRUE
"MSTRG.6362.11" 843 597 1.1919 0.100388716127 0.971315172549839 TRUE
"MSTRG.6409.1" 9801 5391 0.9815 0.0485180547667 1 TRUE
"MSTRG.6409.2" 9808 5622 1.0179 0.0559874142676 1 TRUE
"MSTRG.6428.1" 4362 1017 1.1032 0.169550180307 0.999709071132047 TRUE
"MSTRG.6436.12" 1340 462 1.2486 0.32981290237 0.972677452007003 TRUE
"MSTRG.6447.3" 7720 5010 1.0019 0.197376910105 1 TRUE
"MSTRG.6519.1" 3464 2664 0.9469 0.0383512152185 0.999999999989533 TRUE
"MSTRG.6531.5" 1064 555 1.2209 0.140799330419 0.967247255439839 TRUE
"MSTRG.6536.2" 4756 3582 0.9283 0.124203707422 1 TRUE
"MSTRG.6540.2" 2949 1956 1.0272 0.0504786218546 0.999999980256314 TRUE
"MSTRG.6543.3" 2711 717 1.0865 0.185000583858 0.992699695866408 TRUE
"MSTRG.6561.3" 1140 693 1.0531 0.141898792074 0.987301047888388 TRUE
"MSTRG.6586.1" 5084 1725 1.2 0.328552095471 0.99999997000033 TRUE
"MSTRG.6588.2" 7245 2943 0.9698 0.0769915296958 0.999999999999585 TRUE
"MSTRG.6588.6" 2592 1779 1.0452 0.0742763955733 0.999999885903831 TRUE
"MSTRG.6603.7" 3429 3012 0.893 0.102025290032 0.999999999999826 TRUE
"MSTRG.6606.5" 3006 2742 1.0524 0.257139748026 0.999999999999214 TRUE
"MSTRG.6608.2" 5538 1515 1.0822 0.170056849211 0.999998734289066 TRUE
"MSTRG.6623.2" 2893 2754 1.2675 0.383423173674 0.999999999999849 TRUE
"MSTRG.6641.3" 2288 696 0.7112 0.157716973075 0.962365548739484 TRUE
"MSTRG.6641.5" 2231 696 0.7112 0.157716973075 0.962478580734562 TRUE
"MSTRG.6676.16" 3497 1512 0.8381 0.00726300145361 0.999992709203289 TRUE
"MSTRG.6679.2" 5037 1014 0.5225 -0.115052901448 0.987166057309036 TRUE
"MSTRG.6693.5" 3588 843 1.0153 0.296411035124 0.998776384342143 TRUE
"MSTRG.6699.9" 4898 1941 1.0328 0.292798307022 0.99999999414234 TRUE
"MSTRG.6706.6" 3523 3144 1.237 0.394335725562 1 TRUE
"MSTRG.6711.9" 1820 1200 1.1392 0.282039269808 0.999985416497568 TRUE
"MSTRG.6725.1" 585 474 1.1896 0.354231045453 0.975702509455881 TRUE
"MSTRG.6725.7" 1435 1233 1.2736 0.447619803301 0.999997726075202 TRUE
"MSTRG.6725.8" 1423 1221 1.2736 0.453666526371 0.999997494696917 TRUE
"MSTRG.6725.11" 1089 222 1.2856 0.575243906625 0.925388259490321 TRUE
"MSTRG.6755.1" 1642 567 1.0002 0.164641364783 0.946440677451514 TRUE
"MSTRG.6778.4" 5463 1866 1.2016 0.198111719012 0.999999986119039 TRUE
"MSTRG.6779.6" 2152 1518 0.9317 0.271582609151 0.999999077691163 TRUE
"MSTRG.6793.3" 944 570 0.9241 0.316580553305 0.973491751800889 TRUE
"MSTRG.6793.4" 5470 1560 0.7973 0.290678869139 0.999999021187382 TRUE
"MSTRG.6794.10" 1371 660 1.0642 0.348772385434 0.994858323890563 TRUE
"MSTRG.6796.10" 2018 1077 1.1206 0.328861123179 0.999953156794337 TRUE
"MSTRG.6798.25" 2356 681 0.7967 0.195210514745 0.973199873543752 TRUE
"MSTRG.6800.2" 843 801 0.9881 0.388471611552 0.998941909080043 TRUE
"MSTRG.6802.5" 4621 1419 1.2762 0.459691892744 0.999999688685411 TRUE
"MSTRG.6820.2" 1001 579 1.2386 0.513090779357 0.997471535653847 TRUE
"MSTRG.6820.7" 1240 837 1.2408 0.451452296303 0.999793397571207 TRUE
"MSTRG.6841.2" 648 237 1.2593 0.0928640825641 0.423612490938973 TRUE
"MSTRG.6844.1" 8523 1911 1.0569 0.27607301098 0.999999989818575 TRUE
"MSTRG.6847.5" 6428 2037 0.95 0.333506854679 0.999999997738549 TRUE
"MSTRG.6852.8" 763 702 1.024 0.205765614938 0.99152451779339 TRUE
"MSTRG.6858.9" 4227 873 0.8542 -0.0755940812736 0.985117125469688 TRUE
"MSTRG.6901.4" 3814 2832 1.0502 0.0912878187452 0.999999999999173 TRUE
"MSTRG.6919.7" 1063 717 1.297 0.513102559589 0.999556121918132 TRUE
"MSTRG.6919.6" 1253 594 1.2619 0.582278597374 0.998683920435546 TRUE
"MSTRG.6967.9" 599 513 0.9951 0.0262614590547 0.812701060694943 TRUE
"MSTRG.6967.17" 595 549 1.0047 0.0456019302611 0.882994106397799 TRUE
"MSTRG.6967.18" 2768 1263 1.1714 -0.0223190921464 0.999956925043687 TRUE
"MSTRG.6977.10" 2394 663 1.0014 0.0148081479502 0.952557086883405 TRUE
"MSTRG.6999.6" 2041 891 0.8692 -0.0988857339159 0.988157631400876 TRUE
"MSTRG.7006.1" 3972 528 1.3251 0.53231667713 0.996526030523016 TRUE
"MSTRG.7014.1" 4400 2538 0.8461 0.0226595333105 0.999999999929759 TRUE
"MSTRG.7014.6" 2241 1980 0.8619 0.0292460040257 0.999999970800017 TRUE
"MSTRG.7024.12" 5574 5472 1.2629 0.277702312799 1 TRUE
"MSTRG.7037.2" 1004 333 1.1247 0.185047862889 0.69887718962691 TRUE
"MSTRG.7072.4" 6129 738 1.2995 -0.0589044987301 0.985431339604568 TRUE
"MSTRG.7077.9" 3154 2136 0.7781 0.103930006622 0.9999999954524 TRUE
"MSTRG.7087.7" 4312 3921 1.1374 0.171527823021 1 TRUE
"MSTRG.7095.2" 3258 747 0.7433 0.0859070240805 0.968743069031475 TRUE
"MSTRG.7112.10" 4647 4392 1.0224 0.0628037571208 1 TRUE
"MSTRG.7126.5" 8387 1149 1.0255 0.127266432824 0.999860010341651 TRUE
"MSTRG.7136.3" 1188 930 1.125 0.111139525424 0.999144981144104 TRUE
"MSTRG.7144.1" 6573 1404 0.8361 0.0518146553774 0.999977800148409 TRUE
"MSTRG.7165.6" 4027 1935 0.8756 0.0664514539551 0.999999959449452 TRUE
"MSTRG.7232.5" 2383 1866 1.0393 0.279819152197 0.999999987505479 TRUE
"MSTRG.7240.12" 1076 819 1.0375 0.0678271015768 0.994848826134841 TRUE
"MSTRG.7262.8" 1683 1491 0.8555 0.34008336901 0.999998956612442 TRUE
"MSTRG.7268.1" 1452 471 1.2655 -0.340674981314 0.414945250399358 TRUE
"MSTRG.7298.13" 1587 489 0.8786 0.107674287557 0.775114046887593 TRUE
"MSTRG.7324.1" 762 336 1.1377 0.0265090678624 0.492886857402309 TRUE
"MSTRG.7328.4" 1569 885 1.2493 0.369024593126 0.999803094588662 TRUE
"MSTRG.7344.2" 1212 285 0.9487 0.206915563852 0.455005597649129 TRUE
"MSTRG.7341.26" 3387 2997 0.8297 0.160347111067 0.999999999999821 TRUE
"MSTRG.7358.2" 5853 2013 0.9787 0.315574547262 0.999999997105331 TRUE
"MSTRG.7362.2" 3869 1272 1.0964 0.414935278887 0.999996227199687 TRUE
"MSTRG.7362.3" 3863 1272 1.0964 0.414935278887 0.999996228440682 TRUE
"MSTRG.7400.2" 10993 2868 0.8969 0.284119446007 0.999999999999568 TRUE
"MSTRG.7413.13" 3218 777 0.9709 0.136010804924 0.992310691185386 TRUE
"MSTRG.7433.7" 1718 1104 1.0512 0.329065922821 0.999956781009782 TRUE
"MSTRG.7446.2" 2526 492 0.8255 0.0860877667037 0.712069417448493 TRUE
"MSTRG.7488.4" 554 240 0.9322 0.281676214309 0.437565430283052 TRUE
"MSTRG.7506.6" 1163 681 0.7418 0.097626754557 0.946656380232294 TRUE
"MSTRG.7540.53" 3668 1254 1.2217 0.462408350504 0.99999777853117 TRUE
"MSTRG.7544.1" 1513 423 1.0883 -0.0754795136708 0.528599281980338 TRUE
"MSTRG.7547.5" 4958 2436 0.7905 0.160529120698 0.999999999881048 TRUE
"MSTRG.7558.6" 3827 3720 1.2394 0.414836440642 1 TRUE
"MSTRG.7562.3" 2004 1443 1.194 0.656302344368 0.999999916980625 TRUE
"MSTRG.7563.8" 2710 1296 1.102 0.294084748553 0.999994472094715 TRUE
"MSTRG.7563.16" 3890 1023 1.0496 0.1983865259 0.999732297534211 TRUE
"MSTRG.7580.4" 2576 1041 1.2391 0.467565709447 0.999979302725298 TRUE
"MSTRG.7592.11" 2265 1404 1.2895 0.685371526613 0.999999921420939 TRUE
"MSTRG.7592.19" 2432 1464 1.2895 0.646565239167 0.999999948710787 TRUE
"MSTRG.7594.3" 14486 4560 1.0522 0.514330681491 1 TRUE
"MSTRG.7594.4" 6786 4770 1.0522 0.520852105636 1 TRUE
"MSTRG.7594.6" 6054 1791 0.7685 0.387550402411 0.999999953222021 TRUE
"MSTRG.7596.4" 16682 15603 1.2007 0.445743748807 1 TRUE
"MSTRG.7614.1" 8204 3477 1.1439 0.225782318258 1 TRUE
"MSTRG.7615.1" 671 615 0.6631 -0.0844265427092 0.687556656662068 TRUE
"MSTRG.7659.2" 8862 2577 0.981 0.183434508667 0.99999999998627 TRUE
"MSTRG.7659.4" 4989 1806 1.1245 0.210352243061 0.999999967950071 TRUE
"MSTRG.7667.71" 1072 492 0.9582 0.176998834024 0.88019662945984 TRUE
"MSTRG.7667.122" 7626 387 1.0552 -0.0122936415234 0.412389788437146 TRUE
"MSTRG.7729.4" 9394 975 1.0256 0.259397372411 0.99953548809321 TRUE
"MSTRG.7729.3" 5640 1245 1.0068 0.222165954799 0.999975329266403 TRUE
"MSTRG.7737.6" 3261 1527 1.1006 0.387526595084 0.999999755016388 TRUE
"MSTRG.7740.5" 3715 2214 1.2445 0.61581769763 0.999999999982426 TRUE
"MSTRG.7748.5" 6139 5268 1.1333 0.135450734105 1 TRUE
"MSTRG.7758.5" 1443 669 1.0427 0.0180026083646 0.963758898674433 TRUE
"MSTRG.7761.9" 7157 2496 0.8201 0.140296579691 0.999999999929981 TRUE
"MSTRG.7767.2" 3669 345 1.1042 0.0215209299446 0.442034733143096 TRUE
"MSTRG.7782.4" 4163 555 1.052 0.422206707623 0.987143627389117 TRUE
"MSTRG.7783.3" 9880 447 0.9582 0.261797166051 0.820901558813798 TRUE
"MSTRG.7792.4" 1312 411 0.9712 0.23354448873 0.811971056633442 TRUE
"MSTRG.7792.3" 1277 834 1.0601 0.2381505864 0.998545501054172 TRUE
"MSTRG.7807.4" 3923 1383 1.1805 0.368121922455 0.99999891334629 TRUE
"MSTRG.7813.5" 5434 1380 1.1805 0.366764744371 0.999998769092039 TRUE
"MSTRG.7818.2" 3098 1386 0.6575 -0.129296623974 0.999875348376875 TRUE
"MSTRG.7835.6" 3515 909 0.9302 0.280464170816 0.999139378859838 TRUE
"MSTRG.7835.14" 2451 1413 0.9565 0.206507032048 0.999995864353926 TRUE
"MSTRG.7839.1" 7293 1335 0.8562 0.0724170235496 0.999958851170819 TRUE
"MSTRG.7854.7" 3082 2262 0.8715 0.0992143127522 0.999999999174992 TRUE
"MSTRG.7870.10" 1434 558 0.9001 0.271164065163 0.956227096645665 TRUE
"MSTRG.7895.23" 3021 630 0.9848 0.105187598517 0.95636458813807 TRUE
"MSTRG.7903.1" 423 330 0.8454 0.202157584906 0.495320742649266 TRUE
"MSTRG.7923.3" 2271 1668 0.8967 0.108661570594 0.999999474403457 TRUE
"MSTRG.7925.4" 7926 2670 1.0064 0.14980159977 0.999999999994822 TRUE
"MSTRG.7952.20" 1049 246 1.1278 0.572544071375 0.902759565079012 TRUE
"MSTRG.7952.24" 408 201 0.9232 0.415784713721 0.525830698435902 TRUE
"MSTRG.8003.6" 3172 1131 0.994 0.0749804714995 0.999803075845609 TRUE
"MSTRG.8040.2" 2969 1152 1.1582 0.165495058486 0.999949518975742 TRUE
"MSTRG.8044.6" 2529 2052 1.055 0.151748396395 0.999999996760529 TRUE
"MSTRG.8048.3" 7227 5658 0.9607 -0.00858328396394 1 TRUE
"MSTRG.8050.2" 2058 1617 0.9293 -0.0336337962749 0.999998052032476 TRUE
"MSTRG.8060.2" 8233 951 1.0294 0.0701446762582 0.998227998408561 TRUE
"MSTRG.8070.8" 5205 2166 1.0659 0.098737862767 0.999999998607868 TRUE
"MSTRG.8078.2" 8565 1062 0.9462 0.424793793516 0.999919148832156 TRUE
"MSTRG.8083.1" 6833 5145 1.2567 0.323108988717 1 TRUE
"MSTRG.8092.6" 4534 996 0.5605 -0.0528572553233 0.990782188510407 TRUE
"MSTRG.8092.7" 6309 2334 0.7562 -0.0269901634311 0.999999998591736 TRUE
"MSTRG.8097.1" 2171 1665 0.4535 -0.103280014283 0.999990986206555 TRUE
"MSTRG.8103.3" 8487 1260 1.0892 0.0343713279293 0.99994263609746 TRUE
"MSTRG.8108.7" 7516 4383 0.9426 0.100674511266 1 TRUE
"MSTRG.8108.6" 7254 4383 0.9426 0.100674511266 1 TRUE
"MSTRG.8141.9" 3314 1755 1.0127 -0.0281370032849 0.999999676679854 TRUE
"MSTRG.8171.8" 1292 1014 0.9108 -0.00814935570792 0.998550873479399 TRUE
"MSTRG.8208.7" 538 318 0.9121 0.216304343932 0.539044269093678 TRUE
"MSTRG.8210.1" 8842 4236 0.882 0.314214871569 1 TRUE
"MSTRG.8223.4" 1732 570 1.1639 0.462488447581 0.994894239315822 TRUE
"MSTRG.8249.5" 6007 5592 0.7889 -0.00686846728276 1 TRUE
"MSTRG.8258.13" 3828 585 0.8179 -0.00872223282513 0.781255997057006 TRUE
"MSTRG.8268.8" 1772 471 1.0388 0.22794467684 0.909534369804542 TRUE
"MSTRG.8271.2" 6114 1035 0.9594 0.370849858315 0.999873266337073 TRUE
"MSTRG.8271.7" 423 309 1.0732 0.725419970198 0.976035001127226 TRUE
"MSTRG.8286.12" 4247 936 1.3089 0.486376967121 0.999948501608316 TRUE
"MSTRG.8292.1" 421 315 1.0167 0.273836854435 0.698263956940614 TRUE
"MSTRG.8300.2" 1167 315 0.8031 0.187910722923 0.387081089419989 TRUE
"MSTRG.8323.3" 8960 2994 0.7269 0.37163391518 0.9999999999999 TRUE
"MSTRG.8331.2" 11639 6723 0.8384 0.115421161099 1 TRUE
"MSTRG.8340.1" 873 273 1.1495 0.0513615430108 0.366355277870659 TRUE
"MSTRG.8341.15" 2256 1323 1.0624 0.309333243966 0.999995834560734 TRUE
"MSTRG.8352.6" 6558 774 1.105 0.201847714951 0.99595123910343 TRUE
"MSTRG.8354.5" 6823 4305 1.0865 0.177792020158 1 TRUE
"MSTRG.8354.6" 6310 3753 1.0671 0.197984864066 1 TRUE
"MSTRG.8354.12" 4638 1827 0.8761 0.210047488927 0.999999941370891 TRUE
"MSTRG.8377.13" 1165 450 1.2772 0.534167847239 0.991726199986968 TRUE
"MSTRG.8381.8" 1486 519 1.0989 0.354969648071 0.978930974045492 TRUE
"MSTRG.8384.1" 1436 453 0.9563 0.280403954167 0.896502284187985 TRUE
"MSTRG.8398.24" 1762 1089 1.2328 0.446066239308 0.999986528944501 TRUE
"MSTRG.8398.28" 2772 858 1.137 0.368950258384 0.999580902966396 TRUE
"MSTRG.8404.3" 1471 1227 1.0504 0.298282917454 0.999986983431112 TRUE
"MSTRG.8415.6" 4695 519 0.9268 -0.00724013663832 0.705048730462744 TRUE
"MSTRG.8424.4" 2222 753 1.1339 0.208851868462 0.996495574327149 TRUE
"MSTRG.8424.5" 1705 846 1.1961 0.251725053188 0.999249194556586 TRUE
"MSTRG.8424.6" 1978 732 1.1339 0.209645945998 0.995651089110866 TRUE
"MSTRG.8425.2" 3214 348 1.0898 0.209195986338 0.713987146568418 TRUE
"MSTRG.8433.7" 8074 702 1.0378 0.260966991235 0.991369139757518 TRUE
"MSTRG.8451.7" 2787 1848 1.0142 -0.0214374537103 0.999999893998332 TRUE
"MSTRG.8455.3" 3698 1035 0.7311 0.0114508425101 0.997845086023813 TRUE
"MSTRG.8455.5" 2522 1035 0.7311 0.0114508425101 0.997979381206605 TRUE
"MSTRG.8494.1" 4346 438 0.6815 0.0551170442857 0.381588738652657 TRUE
"MSTRG.8521.3" 4610 558 0.5206 -0.0406361157901 0.427892707630119 TRUE
"MSTRG.8521.5" 2772 558 0.5206 -0.0406361157901 0.452723107852476 TRUE
"MSTRG.8533.1" 8042 3804 0.8263 0.29889246139 1 TRUE
"MSTRG.8536.4" 3172 438 0.6963 0.0452717809594 0.394803739412212 TRUE
"MSTRG.8536.3" 5096 558 0.5206 -0.0406361157901 0.421382158011199 TRUE
"MSTRG.8539.16" 7996 3171 1.2012 0.319848408344 1 TRUE
"MSTRG.8553.2" 848 582 0.9591 0.275907675039 0.973834195930826 TRUE
"MSTRG.8556.1" 3706 801 1.1058 0.396082507944 0.999211953648335 TRUE
"MSTRG.8564.12" 4025 3972 0.9942 0.131031013658 1 TRUE
"MSTRG.8564.20" 2272 1506 1.0499 0.190024018633 0.999998841156247 TRUE
"MSTRG.8578.16" 4501 681 1.2122 0.557307256451 0.999179004566229 TRUE
"MSTRG.8584.1" 4704 1896 1.3015 0.598941010352 0.999999999407526 TRUE
"MSTRG.8591.17" 968 462 1.2122 0.355256076386 0.973957978059507 TRUE
"MSTRG.8620.4" 2063 645 0.9938 0.157062487026 0.974751884642837 TRUE
"MSTRG.8644.9" 4969 1119 0.9657 0.24060993735 0.99989969952011 TRUE
"MSTRG.8666.3" 3846 1182 1.0276 0.143524429415 0.99993213252721 TRUE
"MSTRG.8690.2" 3393 1593 1.1913 0.285466648601 0.999999839755151 TRUE
"MSTRG.8695.1" 3960 384 0.6389 0.179935558255 0.388124259629294 TRUE
"MSTRG.8705.8" 680 606 1.1694 0.497735242388 0.997440951801798 TRUE
"MSTRG.8708.1" 2171 1710 1.3302 0.478733310816 0.99999999223895 TRUE
"MSTRG.8712.13" 2527 1596 0.9774 0.309678280456 0.999999733311257 TRUE
"MSTRG.8715.14" 2467 1248 1.2173 0.441551659147 0.999997437010111 TRUE
"MSTRG.8725.7" 3090 954 1.3432 0.516551269139 0.999970763776581 TRUE
"MSTRG.8738.3" 5700 702 0.6205 0.174728483524 0.948440829341647 TRUE
"MSTRG.8743.5" 1640 618 1.1145 0.403977983947 0.994978431844834 TRUE
"MSTRG.8743.4" 4076 1737 1.2212 0.592370918502 0.999999995346325 TRUE
"MSTRG.8752.2" 10296 7044 1.2544 0.57175842885 1 TRUE
"MSTRG.8758.8" 2870 477 0.8596 0.182261855128 0.805328411497099 TRUE
"MSTRG.8764.12" 6520 597 0.6015 0.128431611771 0.793469767282026 TRUE
"MSTRG.8767.4" 3854 1671 1.2667 0.554488457256 0.999999989650734 TRUE
"MSTRG.8771.3" 3178 2514 1.2848 0.56509261661 0.999999999999296 TRUE
"MSTRG.8771.4" 3213 1167 1.2848 0.500126147542 0.99999633011446 TRUE
"MSTRG.8806.5" 3879 540 1.2223 0.581523390413 0.996803704417736 TRUE
"MSTRG.8806.7" 1770 549 0.964 0.301590437732 0.966746508951024 TRUE
"MSTRG.8810.16" 6633 2307 1.3102 0.501251334212 0.999999999988357 TRUE
"MSTRG.8811.8" 6092 3252 1.2435 0.521221872444 1 TRUE
"MSTRG.8821.7" 1867 960 1.2344 0.567967826717 0.999972771420978 TRUE
"MSTRG.8825.2" 1524 432 1.25 0.601472527979 0.992459879460032 TRUE
"MSTRG.8850.7" 5168 1590 0.93 0.279449795289 0.999999533690795 TRUE
"MSTRG.8850.6" 6015 1671 0.93 0.281833189856 0.999999805464403 TRUE
"MSTRG.8876.16" 3230 534 1.0273 0.404569439711 0.981385353800586 TRUE
"MSTRG.8881.10" 1968 552 1.0385 0.252723410081 0.966195064851205 TRUE
"MSTRG.8881.11" 1436 969 1.0439 0.331156663636 0.999804902800025 TRUE
"MSTRG.8886.12" 566 435 1.0694 0.449345821813 0.968334032475402 TRUE
"MSTRG.8893.9" 1634 717 0.8862 0.201792248719 0.987666109132581 TRUE
"MSTRG.8893.8" 5059 1683 0.8682 0.157640764464 0.999999575627574 TRUE
"MSTRG.8897.6" 2696 891 0.5743 -0.0146784517984 0.979819801000841 TRUE
"MSTRG.8912.2" 5609 1488 1.2853 0.611620906465 0.999999941460496 TRUE
"MSTRG.8919.3" 3897 912 1.0519 0.486169059144 0.999839556402329 TRUE
"MSTRG.8919.4" 5904 930 1.0112 0.0119893897565 0.997014473182175 TRUE
"MSTRG.8921.3" 4077 495 1.124 0.109688367439 0.883517617233274 TRUE
"MSTRG.8928.8" 773 720 1.2895 0.56615351071 0.999685765013057 TRUE
"MSTRG.8932.1" 1868 639 0.6113 0.119415182324 0.885947625130425 TRUE
"MSTRG.8945.1" 5200 1200 0.9521 0.272069995229 0.999964459907838 TRUE
"MSTRG.8949.26" 1480 1065 1.2231 0.385534253185 0.99997409752813 TRUE
"MSTRG.9003.2" 4660 1473 0.8751 0.0993133917028 0.999993946871765 TRUE
"MSTRG.9005.2" 6463 1500 1.0086 0.139195512305 0.999997552283041 TRUE
"MSTRG.9038.5" 4093 1851 1.0969 0.416512117274 0.999999994194409 TRUE
"MSTRG.9048.3" 2839 2637 1.0054 0.392284480502 0.999999999998694 TRUE
"MSTRG.9071.5" 3784 1956 1.0721 0.387135159397 0.999999997704581 TRUE
"MSTRG.9071.6" 1225 441 1.2254 0.385640218501 0.973467729581153 TRUE
"MSTRG.9088.2" 2883 2271 1.08 0.349330434533 0.999999999921171 TRUE
"MSTRG.9088.7" 856 711 1.2306 0.320943373152 0.998109030399118 TRUE
"MSTRG.9088.6" 3795 3759 1.1247 0.313551422895 1 TRUE
"MSTRG.9088.9" 6921 3669 1.1247 0.324634583361 1 TRUE
"MSTRG.9091.1" 2267 612 0.9337 0.0722481014446 0.927653820146387 TRUE
"MSTRG.9099.5" 944 654 0.9923 0.276230781451 0.989370685049137 TRUE
"MSTRG.9109.5" 444 237 1.1666 0.281773106058 0.629488697626866 TRUE
"MSTRG.9130.2" 2851 876 1.0743 0.341897239171 0.999496656971683 TRUE
"MSTRG.9145.3" 4626 1266 1.106 0.458664319373 0.999996879480092 TRUE
"MSTRG.9178.3" 6691 5565 0.857 0.0870815045724 1 TRUE
"MSTRG.9181.9" 3003 2523 0.9805 0.196982250457 0.999999999983189 TRUE
"MSTRG.9210.10" 791 261 1.0973 0.218050484843 0.538406636375312 TRUE
"MSTRG.9210.9" 3431 1413 1.0465 0.289251472204 0.999998063234995 TRUE
"MSTRG.9210.19" 1316 1206 1.0781 0.181757741124 0.999969907631536 TRUE
"MSTRG.9215.3" 6226 2745 1.3114 0.628059787534 1 TRUE
"MSTRG.9215.4" 3810 2745 1.3114 0.628059787534 1 TRUE
"MSTRG.9232.5" 3704 2742 1.3114 0.62697081856 1 TRUE
"MSTRG.9232.6" 3417 2742 1.3114 0.62697081856 1 TRUE
"MSTRG.9232.4" 3663 2742 1.3114 0.62697081856 1 TRUE
"MSTRG.9243.2" 1493 690 1.2612 0.512285966034 0.999301239984689 TRUE
"MSTRG.9243.5" 1244 654 1.2904 0.552890261858 0.999271250325626 TRUE
"MSTRG.9244.12" 3653 1566 0.6104 0.257944604464 0.999998075347917 TRUE
"MSTRG.9249.1" 2893 1539 1.194 0.62642892434 0.999999964302918 TRUE
"MSTRG.9251.6" 5260 417 1.0538 0.28091866249 0.868268765676827 TRUE
"MSTRG.9264.2" 1382 426 0.9086 -0.0158457708745 0.474443817097672 TRUE
"MSTRG.9264.8" 472 72 1.2436 0.591565814532 0.695897766244223 TRUE
"MSTRG.9266.1" 5092 1065 0.8858 0.279568483857 0.999807906431272 TRUE
"MSTRG.9275.2" 2867 1536 1.183 0.359128044399 0.999999806131329 TRUE
"MSTRG.9277.41" 3759 2682 1.237 0.577547882634 0.999999999999879 TRUE
"MSTRG.9283.1" 674 381 0.7625 0.0887130221222 0.392674251952927 TRUE
"MSTRG.9283.5" 1799 723 0.8525 0.160080073585 0.983238761538891 TRUE
"MSTRG.9283.7" 881 723 0.8525 0.160080073585 0.984048433954397 TRUE
"MSTRG.9290.3" 1082 537 0.9334 0.269822935716 0.951431353140559 TRUE
"MSTRG.9294.23" 1529 1083 1.2784 0.48442854825 0.99999036969994 TRUE
"MSTRG.9296.13" 1312 924 1.25 0.607834528759 0.999970602872826 TRUE
"MSTRG.9322.4" 12370 9078 1.0806 0.268626776973 1 TRUE
"MSTRG.9328.2" 6229 2475 1.0976 0.496918168684 0.999999999996286 TRUE
"MSTRG.9328.3" 6093 2568 1.0778 0.49400144203 0.999999999998581 TRUE
"MSTRG.9335.11" 988 510 1.2745 0.567124018549 0.996522669571723 TRUE
"MSTRG.9342.3" 4208 1239 1.0229 0.464997493095 0.999994713389274 TRUE
"MSTRG.9351.6" 1892 1197 1.3059 0.270431861432 0.999990855053362 TRUE
"MSTRG.9362.3" 3255 1011 1.2324 0.352063229877 0.99993801932757 TRUE
